2013-01-01 06:31:32,Neutral
2013-01-01 07:55:23,Bullish
2013-01-01 08:36:32,Bullish
2013-01-01 08:51:17,Bullish
2013-01-01 08:56:58,Bearish
2013-01-01 09:02:32,Bullish
2013-01-01 09:13:45,Bullish
2013-01-01 09:14:23,Bullish
2013-01-01 09:45:25,Bullish
2013-01-01 09:55:00,Bullish
2013-01-01 10:31:35,Bearish
2013-01-01 10:48:55,Bearish
2013-01-01 10:53:42,Bearish
2013-01-01 12:08:30,Bullish
2013-01-01 12:23:25,Bullish
2013-01-01 12:28:12,Neutral
2013-01-01 13:07:39,Bullish
2013-01-01 13:11:05,Neutral
2013-01-01 13:26:47,Bullish
2013-01-01 13:33:44,Bullish
2013-01-01 13:38:39,Bullish
2013-01-01 13:39:34,Bullish
2013-01-01 14:17:54,Neutral
2013-01-01 14:36:44,Neutral
2013-01-01 14:41:45,Bearish
2013-01-01 15:56:22,Bullish
2013-01-01 16:17:32,Neutral
2013-01-01 16:35:49,Bearish
2013-01-01 16:59:38,Bullish
2013-01-01 18:32:35,Bullish
2013-01-01 18:39:13,Bullish
2013-01-01 19:07:02,Neutral
2013-01-01 19:12:08,Neutral
2013-01-01 19:38:54,Neutral
2013-01-01 20:07:07,Bullish
2013-01-01 20:11:49,Bullish
2013-01-01 20:16:36,Bullish
2013-01-01 20:41:11,Bullish
2013-01-01 20:54:12,Bullish
2013-01-01 20:55:55,Neutral
2013-01-01 21:37:11,Neutral
2013-01-01 21:50:00,Bullish
2013-01-01 22:01:22,Neutral
2013-01-01 22:02:08,Bearish
2013-01-01 22:03:34,Neutral
2013-01-01 22:20:01,Bearish
2013-01-01 22:29:58,Bullish
2013-01-01 22:30:51,Bullish
2013-01-01 22:50:35,Neutral
2013-01-01 22:51:59,Neutral
2013-01-01 23:28:23,Neutral
2013-01-01 23:43:02,Bullish
2013-01-02 00:23:33,Bullish
2013-01-02 00:34:44,Bullish
2013-01-02 02:55:00,Neutral
2013-01-02 03:00:03,Bullish
2013-01-02 04:21:36,Bullish
2013-01-02 05:00:49,Neutral
2013-01-02 05:09:01,Bullish
2013-01-02 05:35:12,Bullish
2013-01-02 05:59:33,Neutral
2013-01-02 06:04:53,Bullish
2013-01-02 06:09:17,Bullish
2013-01-02 06:19:20,Bullish
2013-01-02 06:23:26,Bullish
2013-01-02 06:25:15,Neutral
2013-01-02 06:25:16,Bullish
2013-01-02 06:26:29,Neutral
2013-01-02 06:27:01,Bullish
2013-01-02 06:27:27,Neutral
2013-01-02 06:28:59,Neutral
2013-01-02 06:32:18,Bullish
2013-01-02 06:34:44,Bearish
2013-01-02 06:35:25,Neutral
2013-01-02 06:37:29,Bullish
2013-01-02 06:51:29,Bullish
2013-01-02 07:02:10,Neutral
2013-01-02 07:02:17,Bullish
2013-01-02 07:14:39,Bullish
2013-01-02 07:15:07,Bullish
2013-01-02 07:24:10,Neutral
2013-01-02 07:40:10,Bullish
2013-01-02 07:45:51,Bullish
2013-01-02 07:48:58,Bullish
2013-01-02 07:52:47,Bearish
2013-01-02 07:52:49,Neutral
2013-01-02 07:54:39,Bullish
2013-01-02 07:57:27,Bullish
2013-01-02 07:58:23,Neutral
2013-01-02 08:04:04,Neutral
2013-01-02 08:19:15,Bullish
2013-01-02 08:26:49,Bullish
2013-01-02 08:27:41,Bullish
2013-01-02 08:27:46,Bullish
2013-01-02 08:28:58,Bullish
2013-01-02 08:29:39,Bullish
2013-01-02 08:30:03,Neutral
2013-01-02 08:32:49,Bullish
2013-01-02 08:33:45,Bullish
2013-01-02 08:34:28,Neutral
2013-01-02 08:34:40,Bullish
2013-01-02 08:35:09,Bullish
2013-01-02 08:36:59,Bullish
2013-01-02 08:37:33,Bullish
2013-01-02 08:38:37,Neutral
2013-01-02 08:41:22,Neutral
2013-01-02 08:42:07,Bullish
2013-01-02 08:43:51,Neutral
2013-01-02 08:45:12,Neutral
2013-01-02 08:46:19,Bullish
2013-01-02 08:46:24,Neutral
2013-01-02 08:51:20,Neutral
2013-01-02 08:53:47,Bullish
2013-01-02 08:56:38,Neutral
2013-01-02 08:58:06,Bearish
2013-01-02 08:58:25,Bullish
2013-01-02 09:00:26,Neutral
2013-01-02 09:00:30,Bullish
2013-01-02 09:02:15,Bullish
2013-01-02 09:05:40,Bearish
2013-01-02 09:05:43,Bullish
2013-01-02 09:07:43,Bullish
2013-01-02 09:10:15,Neutral
2013-01-02 09:11:42,Neutral
2013-01-02 09:12:12,Neutral
2013-01-02 09:13:49,Bullish
2013-01-02 09:16:11,Bullish
2013-01-02 09:16:57,Neutral
2013-01-02 09:17:37,Bullish
2013-01-02 09:22:14,Neutral
2013-01-02 09:31:02,Bullish
2013-01-02 09:36:32,Neutral
2013-01-02 09:41:41,Neutral
2013-01-02 09:43:46,Bullish
2013-01-02 09:44:14,Neutral
2013-01-02 09:45:04,Bearish
2013-01-02 09:45:23,Bullish
2013-01-02 09:47:34,Bullish
2013-01-02 09:52:14,Bullish
2013-01-02 09:53:22,Bullish
2013-01-02 09:53:27,Bearish
2013-01-02 09:57:37,Bearish
2013-01-02 09:58:43,Bullish
2013-01-02 09:59:00,Bullish
2013-01-02 10:03:29,Neutral
2013-01-02 10:06:18,Bullish
2013-01-02 10:15:10,Bullish
2013-01-02 10:29:41,Bullish
2013-01-02 10:32:46,Neutral
2013-01-02 10:38:19,Bullish
2013-01-02 10:50:24,Bullish
2013-01-02 10:51:58,Neutral
2013-01-02 10:53:54,Bullish
2013-01-02 10:55:59,Neutral
2013-01-02 11:07:38,Bullish
2013-01-02 11:16:50,Bullish
2013-01-02 11:17:24,Bullish
2013-01-02 11:17:39,Bullish
2013-01-02 11:22:39,Bullish
2013-01-02 11:25:02,Bullish
2013-01-02 11:25:35,Bullish
2013-01-02 11:32:37,Bullish
2013-01-02 11:43:18,Neutral
2013-01-02 11:43:55,Bullish
2013-01-02 11:49:35,Bullish
2013-01-02 11:54:11,Neutral
2013-01-02 12:03:02,Bearish
2013-01-02 12:04:26,Neutral
2013-01-02 12:06:41,Bullish
2013-01-02 12:07:38,Bullish
2013-01-02 12:08:54,Bearish
2013-01-02 12:09:01,Bearish
2013-01-02 12:11:29,Neutral
2013-01-02 12:11:35,Bullish
2013-01-02 12:19:25,Bullish
2013-01-02 12:21:30,Bullish
2013-01-02 12:21:47,Bullish
2013-01-02 12:24:18,Bullish
2013-01-02 12:24:37,Bullish
2013-01-02 12:27:44,Bullish
2013-01-02 12:33:23,Neutral
2013-01-02 12:33:49,Bullish
2013-01-02 12:35:40,Neutral
2013-01-02 12:36:28,Bullish
2013-01-02 12:38:17,Bullish
2013-01-02 12:43:29,Neutral
2013-01-02 12:44:49,Bullish
2013-01-02 13:01:13,Bullish
2013-01-02 13:03:21,Bullish
2013-01-02 13:04:44,Neutral
2013-01-02 13:09:03,Bullish
2013-01-02 13:10:34,Bullish
2013-01-02 13:12:12,Bullish
2013-01-02 13:13:28,Bearish
2013-01-02 13:13:29,Neutral
2013-01-02 13:14:37,Neutral
2013-01-02 13:15:19,Bullish
2013-01-02 13:16:56,Bullish
2013-01-02 13:32:28,Bullish
2013-01-02 13:37:24,Neutral
2013-01-02 13:37:26,Bearish
2013-01-02 13:46:11,Bullish
2013-01-02 13:49:59,Bullish
2013-01-02 14:02:30,Neutral
2013-01-02 14:14:14,Bullish
2013-01-02 14:15:53,Bullish
2013-01-02 14:31:19,Bearish
2013-01-02 14:31:59,Bullish
2013-01-02 14:38:47,Bearish
2013-01-02 14:40:16,Bullish
2013-01-02 14:41:36,Neutral
2013-01-02 14:43:24,Bearish
2013-01-02 14:43:53,Bearish
2013-01-02 14:46:07,Neutral
2013-01-02 14:51:45,Neutral
2013-01-02 14:58:25,Bullish
2013-01-02 14:59:29,Bullish
2013-01-02 15:01:59,Bullish
2013-01-02 15:02:51,Bullish
2013-01-02 15:02:52,Bearish
2013-01-02 15:11:42,Bullish
2013-01-02 15:11:51,Neutral
2013-01-02 15:12:12,Bearish
2013-01-02 15:25:41,Neutral
2013-01-02 15:32:50,Neutral
2013-01-02 15:37:36,Neutral
2013-01-02 15:50:58,Neutral
2013-01-02 15:57:25,Bullish
2013-01-02 16:08:28,Neutral
2013-01-02 16:13:49,Bearish
2013-01-02 16:21:49,Bullish
2013-01-02 16:42:22,Bullish
2013-01-02 17:46:52,Neutral
2013-01-02 17:57:16,Neutral
2013-01-02 18:09:56,Neutral
2013-01-02 18:14:40,Neutral
2013-01-02 18:40:49,Bearish
2013-01-02 18:44:20,Bearish
2013-01-02 18:48:53,Bearish
2013-01-02 18:48:57,Neutral
2013-01-02 20:23:40,Bullish
2013-01-02 20:51:19,Bearish
2013-01-02 21:26:52,Bearish
2013-01-02 21:26:59,Bearish
2013-01-02 21:28:14,Bearish
2013-01-02 21:38:44,Bullish
2013-01-02 21:40:42,Bearish
2013-01-02 23:00:14,Neutral
2013-01-02 23:11:54,Bullish
2013-01-02 23:37:22,Neutral
2013-01-03 00:09:16,Bullish
2013-01-03 00:12:30,Bullish
2013-01-03 00:47:26,Bullish
2013-01-03 01:29:13,Bearish
2013-01-03 04:59:10,Neutral
2013-01-03 05:35:09,Bullish
2013-01-03 05:56:22,Neutral
2013-01-03 05:59:05,Bullish
2013-01-03 06:58:04,Neutral
2013-01-03 07:29:50,Neutral
2013-01-03 07:42:11,Neutral
2013-01-03 08:01:50,Neutral
2013-01-03 08:17:02,Bullish
2013-01-03 08:20:29,Bullish
2013-01-03 08:24:25,Bullish
2013-01-03 08:28:05,Bullish
2013-01-03 08:29:24,Neutral
2013-01-03 08:38:47,Neutral
2013-01-03 08:38:59,Neutral
2013-01-03 08:39:10,Bearish
2013-01-03 08:39:24,Neutral
2013-01-03 08:52:46,Bearish
2013-01-03 08:52:50,Bullish
2013-01-03 09:03:20,Bullish
2013-01-03 09:04:10,Bullish
2013-01-03 09:07:38,Neutral
2013-01-03 09:13:47,Bullish
2013-01-03 09:16:50,Neutral
2013-01-03 09:17:00,Bearish
2013-01-03 09:17:08,Bullish
2013-01-03 09:17:29,Bullish
2013-01-03 09:21:32,Bullish
2013-01-03 09:24:04,Neutral
2013-01-03 09:27:14,Neutral
2013-01-03 09:34:12,Bullish
2013-01-03 09:43:18,Neutral
2013-01-03 09:54:42,Bearish
2013-01-03 10:10:26,Bullish
2013-01-03 10:35:16,Neutral
2013-01-03 10:41:36,Bearish
2013-01-03 10:45:47,Bullish
2013-01-03 10:46:25,Bullish
2013-01-03 10:47:58,Bullish
2013-01-03 10:49:46,Neutral
2013-01-03 10:50:09,Bullish
2013-01-03 11:00:12,Bullish
2013-01-03 11:02:16,Neutral
2013-01-03 11:04:33,Bullish
2013-01-03 11:05:33,Bullish
2013-01-03 11:06:33,Bearish
2013-01-03 11:06:39,Neutral
2013-01-03 11:09:02,Bullish
2013-01-03 11:11:22,Bullish
2013-01-03 11:11:52,Neutral
2013-01-03 11:13:52,Bullish
2013-01-03 11:17:29,Bullish
2013-01-03 11:31:42,Bullish
2013-01-03 11:36:21,Bullish
2013-01-03 11:39:55,Bullish
2013-01-03 11:40:24,Bullish
2013-01-03 11:59:03,Neutral
2013-01-03 12:06:01,Neutral
2013-01-03 12:17:31,Neutral
2013-01-03 12:22:13,Neutral
2013-01-03 12:27:07,Bullish
2013-01-03 12:34:00,Bullish
2013-01-03 12:34:00,Bullish
2013-01-03 12:34:06,Bullish
2013-01-03 12:36:07,Bullish
2013-01-03 12:36:12,Bullish
2013-01-03 12:58:56,Bullish
2013-01-03 13:07:06,Neutral
2013-01-03 13:08:53,Bullish
2013-01-03 13:09:51,Bullish
2013-01-03 13:10:42,Bullish
2013-01-03 13:16:40,Neutral
2013-01-03 13:17:18,Bullish
2013-01-03 13:29:56,Bullish
2013-01-03 13:38:52,Neutral
2013-01-03 13:43:01,Bullish
2013-01-03 13:48:51,Neutral
2013-01-03 14:18:23,Bullish
2013-01-03 14:22:57,Bullish
2013-01-03 14:24:22,Bullish
2013-01-03 14:28:34,Neutral
2013-01-03 14:34:07,Neutral
2013-01-03 14:40:01,Bullish
2013-01-03 14:52:53,Neutral
